occupation,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
Adm-clerical,White,Male,0,0,35,United-States,>50K
Adm-clerical,White,Male,0,0,55,United-States,<=50K
Transport-moving,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
Tech-support,White,Female,0,0,40,United-States,<=50K
Exec-managerial,White,Female,0,0,45,United-States,>50K
Handlers-cleaners,White,Male,0,0,27,United-States,<=50K
Other-service,Other,Male,0,0,40,United-States,<=50K
?,White,Male,0,0,50,United-States,<=50K
Other-service,White,Female,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,<=50K
Sales,Amer-Indian-Eskimo,Female,0,0,25,United-States,<=50K
Transport-moving,Black,Male,0,0,30,United-States,<=50K
Sales,White,Male,0,0,40,United-States,<=50K
Machine-op-inspct,White,Male,0,0,45,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,>50K
Adm-clerical,Black,Female,0,0,20,United-States,<=50K
Transport-moving,White,Male,0,0,40,Mexico,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Sales,White,Male,0,0,40,United-States,>50K
Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
Transport-moving,White,Male,0,0,40,United-States,>50K
Sales,White,Male,0,0,20,United-States,<=50K
Craft-repair,Amer-Indian-Eskimo,Male,0,0,60,United-States,<=50K
Craft-repair,White,Female,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,50,United-States,>50K
Craft-repair,White,Male,0,0,70,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Handlers-cleaners,White,Male,0,0,60,United-States,<=50K
Craft-repair,White,Male,0,0,45,United-States,<=50K
?,White,Female,0,0,20,United-States,<=50K
Sales,White,Male,0,0,60,United-States,>50K
?,White,Male,0,0,30,United-States,<=50K
Prof-specialty,White,Male,0,0,40,United-States,<=50K
Adm-clerical,White,Female,0,0,15,United-States,<=50K
Exec-managerial,White,Female,0,0,40,United-States,>50K
?,White,Male,0,0,50,United-States,>50K
Machine-op-inspct,White,Female,0,0,40,?,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Prof-specialty,White,Female,0,0,50,United-States,<=50K
Adm-clerical,White,Female,0,0,45,United-States,<=50K
Other-service,White,Female,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Other-service,White,Female,0,0,25,Nicaragua,<=50K
Sales,Other,Male,0,0,49,Dominican-Republic,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Adm-clerical,Black,Female,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,50,United-States,<=50K
Prof-specialty,White,Male,0,0,40,Iran,>50K
Adm-clerical,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K
Exec-managerial,Asian-Pac-Islander,Male,0,0,55,United-States,<=50K
Adm-clerical,Asian-Pac-Islander,Female,0,0,40,Hong,<=50K
Sales,White,Female,0,0,24,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Transport-moving,White,Male,0,0,50,United-States,<=50K
Prof-specialty,White,Male,0,0,60,Columbia,<=50K
Craft-repair,White,Male,0,0,45,United-States,>50K
Craft-repair,Black,Male,0,0,40,United-States,<=50K
Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
Prof-specialty,White,Female,0,0,56,United-States,>50K
Sales,White,Male,0,0,70,United-States,>50K
Handlers-cleaners,White,Male,0,0,43,United-States,<=50K
Other-service,White,Male,0,0,75,Mexico,<=50K
Other-service,White,Female,0,0,40,Cuba,<=50K
Exec-managerial,White,Female,0,0,40,United-States,>50K
Sales,White,Male,0,0,40,United-States,<=50K
Prof-specialty,White,Male,0,0,50,United-States,<=50K
?,White,Male,0,0,36,United-States,<=50K
Other-service,White,Male,0,0,25,Mexico,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
?,White,Male,0,0,24,United-States,<=50K
Adm-clerical,White,Male,0,0,40,United-States,<=50K
Farming-fishing,White,Female,0,0,45,United-States,<=50K
Tech-support,White,Female,0,0,40,United-States,<=50K
Prof-specialty,White,Male,0,0,28,El-Salvador,<=50K
Prof-specialty,White,Male,0,0,40,United-States,<=50K
Prof-specialty,White,Male,0,0,40,United-States,<=50K
Tech-support,White,Male,0,0,40,United-States,>50K
Exec-managerial,White,Male,0,0,15,United-States,<=50K
Adm-clerical,Black,Female,0,0,40,United-States,<=50K
Prof-specialty,White,Male,0,0,42,United-States,<=50K
Transport-moving,White,Male,0,0,58,United-States,<=50K
?,White,Female,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Adm-clerical,White,Male,0,0,5,United-States,<=50K
Other-service,White,Male,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,<=50K
Other-service,White,Male,0,0,15,United-States,<=50K
Sales,White,Male,0,0,50,United-States,<=50K
Farming-fishing,White,Male,0,0,40,United-States,<=50K
Prof-specialty,White,Female,0,0,45,United-States,<=50K
Sales,White,Male,0,0,40,United-States,<=50K
Sales,White,Male,0,0,40,United-States,<=50K
Other-service,White,Male,0,0,20,United-States,<=50K
Other-service,White,Female,0,0,25,United-States,<=50K
Tech-support,White,Female,0,0,40,United-States,<=50K
Handlers-cleaners,White,Male,0,0,50,United-States,<=50K
Sales,White,Female,0,0,30,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Tech-support,White,Male,0,0,45,United-States,>50K
Machine-op-inspct,White,Male,0,0,50,United-States,<=50K
Other-service,White,Male,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,35,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Prof-specialty,White,Female,0,0,20,United-States,>50K
Sales,White,Male,0,0,45,?,<=50K
Exec-managerial,Amer-Indian-Eskimo,Male,0,0,50,United-States,<=50K
Sales,White,Male,0,0,50,United-States,>50K
Sales,White,Male,0,0,55,United-States,>50K
Handlers-cleaners,White,Male,0,0,40,Mexico,<=50K
Exec-managerial,White,Female,0,0,40,United-States,<=50K
Prof-specialty,White,Female,0,0,40,United-States,>50K
Prof-specialty,White,Male,0,0,40,United-States,>50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Other-service,White,Female,0,0,25,United-States,<=50K
Other-service,White,Male,0,0,35,United-States,<=50K
Priv-house-serv,Black,Female,0,0,20,United-States,<=50K
Prof-specialty,White,Male,0,0,30,United-States,>50K
Exec-managerial,White,Female,0,0,32,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,>50K
Protective-serv,White,Male,0,0,40,United-States,>50K
Sales,White,Female,0,0,40,United-States,<=50K
Exec-managerial,White,Female,0,0,40,United-States,<=50K
Other-service,White,Male,0,0,40,United-States,<=50K
Other-service,Black,Male,0,0,35,United-States,<=50K
Machine-op-inspct,Black,Male,0,0,40,United-States,<=50K
Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
Transport-moving,White,Male,0,0,55,United-States,<=50K
Machine-op-inspct,White,Female,0,0,11,Nicaragua,<=50K
Sales,White,Male,0,0,50,United-States,<=50K
?,White,Male,0,0,20,United-States,<=50K
Sales,White,Male,0,0,65,United-States,>50K
Farming-fishing,White,Male,0,0,30,United-States,<=50K
Other-service,White,Female,0,0,40,Mexico,<=50K
Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
Exec-managerial,Black,Male,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,50,United-States,>50K
?,White,Male,0,0,25,United-States,<=50K
?,White,Male,0,0,84,United-States,<=50K
Craft-repair,White,Male,0,0,45,United-States,>50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Other-service,White,Female,0,0,40,United-States,<=50K
Adm-clerical,White,Female,0,0,30,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Transport-moving,White,Male,0,0,48,Canada,>50K
Sales,White,Female,0,0,38,United-States,<=50K
Protective-serv,White,Male,0,0,40,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Exec-managerial,White,Female,0,0,55,United-States,<=50K
Other-service,White,Male,0,0,35,United-States,<=50K
Other-service,Black,Male,0,0,40,United-States,<=50K
Tech-support,White,Male,0,0,18,United-States,>50K
Sales,White,Male,0,0,40,United-States,<=50K
Transport-moving,White,Male,0,0,70,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Other-service,White,Male,0,0,60,Greece,<=50K
Prof-specialty,White,Male,0,0,34,United-States,<=50K
Sales,White,Male,0,0,45,United-States,>50K
Sales,Black,Female,0,0,40,United-States,<=50K
Protective-serv,White,Male,0,0,60,United-States,>50K
Adm-clerical,White,Female,0,0,30,United-States,<=50K
Sales,White,Male,0,0,50,United-States,<=50K
Sales,White,Female,0,0,50,United-States,<=50K
Prof-specialty,White,Female,0,0,50,Germany,<=50K
Machine-op-inspct,White,Male,0,0,60,United-States,<=50K
Adm-clerical,White,Female,0,0,40,Cuba,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Sales,White,Female,0,0,35,United-States,<=50K
Prof-specialty,White,Male,0,0,40,?,<=50K
Machine-op-inspct,Black,Female,0,0,40,United-States,<=50K
Adm-clerical,White,Male,0,0,45,United-States,<=50K
Other-service,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
Prof-specialty,White,Male,0,0,38,United-States,<=50K
Prof-specialty,White,Male,0,0,40,United-States,>50K
Other-service,Black,Female,0,0,25,United-States,<=50K
Prof-specialty,White,Male,0,0,60,United-States,<=50K
Prof-specialty,White,Male,0,0,20,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Sales,White,Male,0,0,10,United-States,<=50K
Prof-specialty,White,Male,0,0,38,United-States,<=50K
Other-service,Black,Female,0,0,30,United-States,<=50K
Other-service,White,Female,0,0,30,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Farming-fishing,White,Male,0,0,50,United-States,<=50K
Other-service,Black,Female,0,0,20,United-States,<=50K
Sales,White,Male,0,0,40,United-States,<=50K
Transport-moving,White,Male,0,0,37,Mexico,<=50K
Craft-repair,White,Male,0,0,50,United-States,<=50K
Machine-op-inspct,White,Male,0,0,40,Mexico,>50K
Prof-specialty,White,Female,0,0,40,United-States,<=50K
Other-service,White,Female,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,<=50K
Machine-op-inspct,White,Male,0,0,48,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Prof-specialty,White,Male,0,0,30,United-States,<=50K
Prof-specialty,Black,Male,0,0,30,United-States,<=50K
Exec-managerial,White,Female,0,0,55,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,>50K
Prof-specialty,White,Male,0,0,60,United-States,>50K
Exec-managerial,White,Male,0,0,55,United-States,<=50K
Exec-managerial,White,Male,0,0,48,United-States,<=50K
Sales,White,Male,0,0,60,United-States,>50K
Adm-clerical,Asian-Pac-Islander,Female,0,0,40,Japan,<=50K
Sales,White,Female,0,0,20,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Other-service,White,Female,0,0,15,United-States,<=50K
Sales,White,Female,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Adm-clerical,Black,Male,0,0,40,United-States,<=50K
Sales,White,Male,0,0,45,United-States,>50K
Prof-specialty,White,Male,0,0,50,United-States,<=50K
?,Black,Female,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,60,United-States,>50K
Other-service,White,Female,0,0,37,United-States,<=50K
Farming-fishing,White,Male,0,0,40,United-States,<=50K
Prof-specialty,White,Female,0,0,20,United-States,<=50K
Sales,White,Female,0,0,30,United-States,<=50K
Sales,White,Female,0,0,40,United-States,<=50K
Prof-specialty,White,Male,0,0,40,United-States,<=50K
Other-service,Black,Female,0,0,40,United-States,<=50K
?,White,Male,0,0,40,United-States,<=50K
?,White,Female,0,0,58,Canada,<=50K
?,White,Male,0,0,40,United-States,<=50K
Sales,White,Male,0,0,40,United-States,>50K
Machine-op-inspct,White,Female,0,0,40,El-Salvador,<=50K
Handlers-cleaners,White,Male,0,0,43,United-States,<=50K
Prof-specialty,White,Male,0,0,55,United-States,<=50K
Sales,White,Female,0,0,25,United-States,<=50K
Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
Other-service,White,Female,0,0,40,United-States,<=50K
Prof-specialty,White,Male,0,0,30,United-States,<=50K
Handlers-cleaners,Black,Male,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Protective-serv,White,Male,0,0,60,United-States,>50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Prof-specialty,White,Female,0,0,35,United-States,<=50K
Protective-serv,Black,Male,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,40,Mexico,<=50K
Craft-repair,White,Male,0,0,45,United-States,<=50K
Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
Other-service,White,Male,0,0,40,United-States,<=50K
Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Exec-managerial,Black,Male,0,0,40,United-States,<=50K
Exec-managerial,White,Female,0,0,50,United-States,>50K
Craft-repair,Black,Male,0,0,10,United-States,<=50K
?,White,Female,0,0,40,United-States,<=50K
Sales,White,Female,0,0,40,United-States,<=50K
Prof-specialty,White,Female,0,0,40,United-States,<=50K
Adm-clerical,White,Male,0,0,45,United-States,<=50K
Other-service,White,Female,0,0,40,United-States,<=50K
Adm-clerical,White,Female,0,0,40,Puerto-Rico,<=50K
Exec-managerial,White,Male,0,0,16,United-States,<=50K
Prof-specialty,White,Female,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,45,United-States,>50K
Adm-clerical,White,Female,0,0,27,United-States,<=50K
Machine-op-inspct,White,Male,0,0,40,United-States,>50K
Other-service,White,Female,0,0,35,United-States,<=50K
Prof-specialty,Asian-Pac-Islander,Male,0,0,40,Taiwan,<=50K
Tech-support,White,Female,0,0,30,Germany,<=50K
Transport-moving,White,Male,0,0,48,Italy,>50K
Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
Sales,White,Male,0,0,40,United-States,<=50K
Other-service,White,Female,0,0,40,United-States,<=50K
Other-service,White,Female,0,0,8,United-States,<=50K
Exec-managerial,White,Male,0,0,50,?,>50K
Handlers-cleaners,White,Male,0,0,30,United-States,<=50K
Sales,White,Female,0,0,40,United-States,<=50K
Adm-clerical,White,Female,0,0,45,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
Sales,White,Female,0,0,40,United-States,<=50K
Sales,White,Female,0,0,38,United-States,<=50K
Tech-support,White,Male,0,0,40,United-States,>50K
Exec-managerial,White,Male,0,0,50,United-States,<=50K
Sales,White,Male,0,0,60,United-States,>50K
Farming-fishing,White,Male,0,0,98,United-States,<=50K
Craft-repair,White,Male,0,0,36,United-States,<=50K
Craft-repair,Black,Male,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,60,United-States,<=50K
Craft-repair,White,Male,0,0,40,Canada,<=50K
Craft-repair,Asian-Pac-Islander,Male,0,0,40,?,<=50K
Machine-op-inspct,Black,Female,0,0,35,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Transport-moving,White,Male,0,0,70,United-States,<=50K
?,White,Female,0,0,5,United-States,<=50K
Craft-repair,White,Male,0,0,35,United-States,<=50K
?,White,Female,0,0,2,United-States,<=50K
Prof-specialty,White,Male,0,0,50,Italy,>50K
Machine-op-inspct,White,Male,0,0,25,United-States,<=50K
Other-service,Black,Male,0,0,40,United-States,<=50K
Other-service,White,Male,0,0,40,United-States,<=50K
Machine-op-inspct,Black,Female,0,0,40,United-States,<=50K
Farming-fishing,White,Male,0,0,40,United-States,<=50K
Sales,Black,Female,0,0,35,United-States,<=50K
Exec-managerial,White,Male,0,0,35,United-States,>50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Tech-support,Asian-Pac-Islander,Male,0,0,20,United-States,<=50K
Other-service,White,Female,0,0,16,United-States,<=50K
Craft-repair,Black,Male,0,0,40,United-States,<=50K
Other-service,White,Female,0,0,35,Mexico,<=50K
?,White,Male,0,0,10,United-States,<=50K
Prof-specialty,White,Male,0,0,55,United-States,>50K
Craft-repair,White,Male,0,0,42,United-States,<=50K
Prof-specialty,White,Male,0,0,42,United-States,>50K
?,White,Female,0,0,22,United-States,<=50K
Protective-serv,Black,Male,0,0,30,United-States,<=50K
Machine-op-inspct,Black,Female,0,0,40,United-States,<=50K
Prof-specialty,White,Male,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,35,United-States,>50K
Prof-specialty,White,Female,0,0,50,United-States,<=50K
Exec-managerial,White,Female,0,0,40,United-States,<=50K
Farming-fishing,White,Male,0,0,80,United-States,<=50K
Prof-specialty,White,Male,0,0,50,United-States,<=50K
?,Black,Male,0,0,10,United-States,<=50K
Prof-specialty,White,Male,0,0,40,United-States,>50K
Farming-fishing,White,Male,0,0,85,United-States,<=50K
Craft-repair,White,Female,0,0,45,United-States,<=50K
Exec-managerial,White,Male,0,0,44,United-States,>50K
Craft-repair,White,Male,0,0,35,Ireland,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Sales,White,Male,0,0,52,United-States,>50K
Sales,White,Male,0,0,20,United-States,<=50K
Farming-fishing,White,Male,0,0,50,Mexico,<=50K
Handlers-cleaners,White,Male,0,0,35,United-States,<=50K
Sales,White,Male,0,0,40,United-States,>50K
Craft-repair,Black,Male,0,0,40,United-States,<=50K
Adm-clerical,Black,Female,0,0,40,United-States,<=50K
Sales,White,Male,0,0,44,United-States,>50K
Machine-op-inspct,White,Male,0,0,56,United-States,<=50K
Adm-clerical,Black,Female,0,0,35,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,>50K
Handlers-cleaners,White,Male,0,0,30,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,<=50K
Farming-fishing,White,Male,0,0,30,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Other-service,White,Female,0,0,30,United-States,<=50K
Craft-repair,Black,Male,0,0,40,United-States,>50K
Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Exec-managerial,Asian-Pac-Islander,Male,0,0,48,India,<=50K
Prof-specialty,White,Male,0,0,25,United-States,<=50K
Sales,White,Male,0,0,40,United-States,<=50K
Exec-managerial,White,Female,0,0,35,Columbia,<=50K
Farming-fishing,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
Sales,White,Male,0,0,60,Japan,<=50K
Transport-moving,White,Male,0,0,30,United-States,<=50K
Exec-managerial,White,Male,0,0,45,United-States,<=50K
Machine-op-inspct,White,Female,0,0,32,United-States,<=50K
